pkey;key;guid;pubDate;title;description;category;link
64;index;https://index.hu/kulfold/2020/01/27/szlovenia_miniszterelnok_marjan_sarec_lemondas/;Külföld;Lemondott Marjan Šarec szlovén miniszterelnök;https://index.hu/kulfold/2020/01/27/szlovenia_miniszterelnok_marjan_sarec_lemondas/;Mon, 27 Jan 2020 11:26:00 +0100;Szerinte a jelenlegi parlamenti helyzettel nem tudja teljesíteni az emberek elvárásait.
65;index;https://index.hu/kulfold/2020/01/27/irak_bagdad_amerikai_nagykovetseg_raketatamadas/;Külföld;Rakétákat lőttek a bagdadi amerikai nagykövetségre;https://index.hu/kulfold/2020/01/27/irak_bagdad_amerikai_nagykovetseg_raketatamadas/;Mon, 27 Jan 2020 11:12:00 +0100;Évek óta ez az első alkalom, hogy a bagdadi követség dolgozói megsérülnek egy támadásban.
66;index;https://index.hu/sport/tenisz/2020/01/27/fucsovics_marton_davis_kupan_nem_jatszik_magyar_valogatott_magyar_tenisz_szovetseg_konfliktus/;Tenisz;Bizonytalan Fucsovics Davis-kupa-szereplése;https://index.hu/sport/tenisz/2020/01/27/fucsovics_marton_davis_kupan_nem_jatszik_magyar_valogatott_magyar_tenisz_szovetseg_konfliktus/;Mon, 27 Jan 2020 11:00:00 +0100;"A szövetséggel való konfliktusa miatt lehet, hogy 
a legjobb magyar teniszező nem fog játszani a válogatottban."
67;index;https://index.hu/mindekozben/poszt/2020/01/27/khm_elnezest_valoszinuleg_felreertettem_valamit._mibol_keszult_ez_a_gin/;Mindeközben;Khm, elnézést, valószínűleg félreértettem valamit. MIBŐL készült ez a gin?!;https://index.hu/mindekozben/poszt/2020/01/27/khm_elnezest_valoszinuleg_felreertettem_valamit._mibol_keszult_ez_a_gin/;Mon, 27 Jan 2020 10:39:03 +0100;
68;index;https://index.hu/sport/tenisz/2020/01/27/labda_manipulalas_izzadt_polo_federer_millman_australian_open/;Tenisz;Izzadt pólójával manipulálta a teniszlabdát Federer ellenfele?;https://index.hu/sport/tenisz/2020/01/27/labda_manipulalas_izzadt_polo_federer_millman_australian_open/;Mon, 27 Jan 2020 10:29:00 +0100;A nedves labdákkal felgyorsulnak a szervák egy edző szerint, aki kiszúrta Millman trükkjét.
69;index;https://index.hu/kultur/cinematrix/2020/01/27/az_amerikai_rendezok_szerint_az_1917_a_legjobb_film/;Cinematrix;Az amerikai rendezők szerint az 1917 a legjobb film;https://index.hu/kultur/cinematrix/2020/01/27/az_amerikai_rendezok_szerint_az_1917_a_legjobb_film/;Mon, 27 Jan 2020 10:21:00 +0100;Sam Mendesnek ítélték idén az Oscar kapujának tartott fődíjat, de nyert az Obama házaspár dokumentumfilmje is.
70;index;https://index.hu/kulfold/2020/01/27/iran_utasszallito_kicsuszott_150_utas/;Külföld;Kicsúszott a leszállópályáról egy iráni utasszállító 150 emberrel a fedélzetén;https://index.hu/kulfold/2020/01/27/iran_utasszallito_kicsuszott_150_utas/;Mon, 27 Jan 2020 10:20:00 +0100;Nem sérült meg senki, de a tragédia csak egy hajszálon múlt.
71;index;https://index.hu/gazdasag/2020/01/27/a_fogyasztoknal_csak_a_cegek_felnek_jobban_a_magyar_gazdasag_jovojetol/;Gazdaság;A fogyasztóknál csak a cégek félnek jobban a magyar gazdaság jövőjétől;https://index.hu/gazdasag/2020/01/27/a_fogyasztoknal_csak_a_cegek_felnek_jobban_a_magyar_gazdasag_jovojetol/;Mon, 27 Jan 2020 10:11:00 +0100;Az ipari bizalom hatéves, a fogyasztói bizalom másfél éves mélyponton áll a GKI mérése szerint.
72;index;https://index.hu/gazdasag/2020/01/27/kartell_maroth_gvh/;Gazdaság;Tényleg hazudott Maróth a kartellügyéről;https://index.hu/gazdasag/2020/01/27/kartell_maroth_gvh/;Mon, 27 Jan 2020 10:10:00 +0100;Bizarr interjút adott az egészségügyet szétlopó kartellről maga az ügy egyik főszereplője, Maróth Gáspár.
73;index;https://index.hu/sport/tenisz/2020/01/27/babos_timea_kristina_mladenovic_paros_nyolcaddonto_australian_open_cori_gauff_catherine_mcnally/;Tenisz;Babos Tímea negyeddöntős párosban az Australian Openen;https://index.hu/sport/tenisz/2020/01/27/babos_timea_kristina_mladenovic_paros_nyolcaddonto_australian_open_cori_gauff_catherine_mcnally/;Mon, 27 Jan 2020 10:09:00 +0100;Kristina Mladenovic társaként két szettben nyertek a szlovák-fehérorosz páros ellen. Kedden a 15 éves amerikai csodagyerek vár rájuk.
74;index;https://index.hu/belfold/2020/01/27/gyor_dezsi_csaba_andras_polgarmester_kardiologus_torvenymodositas/;Belföld;Jön a lex Dézsi, Győr új polgármestere kardiológusként is folytathatja;https://index.hu/belfold/2020/01/27/gyor_dezsi_csaba_andras_polgarmester_kardiologus_torvenymodositas/;Mon, 27 Jan 2020 10:08:00 +0100;A Fidesz megígérte neki, hogy egyszerre lehet városvezető és orvos, ehhez azonban törvénymódosítás kell.
132;index;https://index.hu/sport/kezilabda/2020/01/27/ferfi_selejtezo_olimpiai_torna_kezilabda/;Kézilabda;Összejött egy ritka kemény csoport a férfi kézi olimpiai selejtezőben;https://index.hu/sport/kezilabda/2020/01/27/ferfi_selejtezo_olimpiai_torna_kezilabda/;Mon, 27 Jan 2020 09:52:00 +0100;Ha megvertük volna Egyiptomot egy éve a vb-n, a legkönnyebb csoportban várnánk az áprilisi tornát.
133;index;https://index.hu/mindekozben/poszt/2020/01/27/megint_het_kolyke_szuletett_a_sziberiai_klonozott_kutyanak/;Mindeközben;Megint hét kölyke született a szibériai klónozott kutyának;https://index.hu/mindekozben/poszt/2020/01/27/megint_het_kolyke_szuletett_a_sziberiai_klonozott_kutyanak/;Mon, 27 Jan 2020 09:43:49 +0100;
134;index;https://index.hu/belfold/2020/01/27/villamos_tamadas_ferfi_letartoztatas/;Belföld;Letartóztatták a nigériai társaságra támadó férfit, mert eljárás közben lopott egy tabletet;https://index.hu/belfold/2020/01/27/villamos_tamadas_ferfi_letartoztatas/;Mon, 27 Jan 2020 09:38:00 +0100;A novemberi támadás után bűnügyi felügyelet alá került, de az újabb bűncselekmény miatt most letartóztatták.
170;index;https://index.hu/kultur/2020/01/27/kobe_bryant_gyasz_muveszvilag/;meghalt;A művészvilág is gyászolja Kobe Bryantet;https://index.hu/kultur/2020/01/27/kobe_bryant_gyasz_muveszvilag/;Mon, 27 Jan 2020 09:36:00 +0100;A Grammy Gálán is tisztelegtek a sportlegenda előtt.
171;index;https://index.hu/gazdasag/2020/01/27/diakhitel_ossze_havi_kozpont_lakber_kolcson_felsooktatas_egyetem_hallgatok/;Gazdaság;A növekvő lakbérek miatt emelnék a diákhitel összegét;https://index.hu/gazdasag/2020/01/27/diakhitel_ossze_havi_kozpont_lakber_kolcson_felsooktatas_egyetem_hallgatok/;Mon, 27 Jan 2020 09:35:00 +0100;A szabad felhasználású hitel havi kerete jelenleg maximum 70 ezer forint, de a hallgatók szerint 130 ezer forint kell a megélhetéshez.
172;index;https://index.hu/techtud/2020/01/27/joao_carlos_martins_komolyzene_zongorista_karmester_degenerativ_betegseg_bionikus_kesztyu/;Tech-tudomány;Bionikus kesztyűvel játszhat újra a 79 éves zongorista;https://index.hu/techtud/2020/01/27/joao_carlos_martins_komolyzene_zongorista_karmester_degenerativ_betegseg_bionikus_kesztyu/;Mon, 27 Jan 2020 09:30:00 +0100;Tavaly vonult vissza 24 műtét után, zongorázni már csak hüvelyk- és mutatóujjal tudott.
173;index;https://index.hu/kulfold/2020/01/27/kina_koronavirus_jarvany_sars_tudogyulladas_politika_gazdasagi_novekedes_vuhan_szellemvaros/;Külföld;Kína mindent bevet a koronavírus ellen, de most jön a neheze;https://index.hu/kulfold/2020/01/27/kina_koronavirus_jarvany_sars_tudogyulladas_politika_gazdasagi_novekedes_vuhan_szellemvaros/;Mon, 27 Jan 2020 09:16:00 +0100;Vuhanból tízmilliós szellemváros lett. Kína drasztikus lépésekkel és hatalmas mozgósítással próbálja leküzdeni a koronavírust. Ennek ellenére nem mindenki bízik a hatóságokban, és a világgazdaság is jelentős kárt szenvedhet.
174;index;https://index.hu/sport/kosarlabda/2020/01/27/portland_trail_blazers_damien_lillard_50_pont_kobe_bryant_gyasz_nba/;Kosárlabda;A Portland sztárja 50 pontot dobott az NBA legszomorúbb napján;https://index.hu/sport/kosarlabda/2020/01/27/portland_trail_blazers_damien_lillard_50_pont_kobe_bryant_gyasz_nba/;Mon, 27 Jan 2020 09:13:00 +0100;Damian Lillard élete formájában játszik, de ennek most egyáltalán nem tudott örülni Kobe Bryant tragédiája miatt.
175;index;https://index.hu/mindekozben/poszt/2020/01/27/ez_az_5_eves_kisfiu_akkorat_legdobolt_a_slipknot_koncertjen_hogy_kesobb_a_zenekar_szinpadan_talalta_magat/;Mindeközben;Ez az 5 éves kisfiú akkorát légdobolt a Slipknot koncertjén, hogy később a zenekar színpadán találta magát;https://index.hu/mindekozben/poszt/2020/01/27/ez_az_5_eves_kisfiu_akkorat_legdobolt_a_slipknot_koncertjen_hogy_kesobb_a_zenekar_szinpadan_talalta_magat/;Mon, 27 Jan 2020 09:01:52 +0100;
176;index;https://index.hu/kulfold/2020/01/27/olaszorszag_valasztas_emilia_romagna_tartomany_baloldal/;Külföld;Salvini nem tudta bevenni a gazdag északolasz tartományt;https://index.hu/kulfold/2020/01/27/olaszorszag_valasztas_emilia_romagna_tartomany_baloldal/;Mon, 27 Jan 2020 09:01:00 +0100;Ha szűken is, de a baloldali koalíció ismét nyerhet a 75 éve balos tartományban.
177;index;https://index.hu/kulfold/2020/01/27/brexit_vizum_gyorsitott_eljaras_kulfoldi_szakemberek/;Külföld;Brexit: gyorsítva kapnak brit vízumot a magasan képzett tudósok és kutatók;https://index.hu/kulfold/2020/01/27/brexit_vizum_gyorsitott_eljaras_kulfoldi_szakemberek/;Mon, 27 Jan 2020 08:50:00 +0100;Február 20-tól lehet jelentkezni a kedvezményes eljárásra.
178;index;https://index.hu/sport/kosarlabda/2020/01/27/hirtelen_kezdett_emelkedni_majd_lezuhant_kobe_bryant_helikoptere/;Hirdetés nélkül;Hirtelen kezdett emelkedni, majd lezuhant Kobe Bryant helikoptere;https://index.hu/sport/kosarlabda/2020/01/27/hirtelen_kezdett_emelkedni_majd_lezuhant_kobe_bryant_helikoptere/;Mon, 27 Jan 2020 08:35:00 +0100;A légi irányítás többször is emelkedésre szólította fel a sűrű ködben a pilótát a tragédia előtt.
179;index;https://index.hu/sport/futball/2020/01/27/olasz_bajnoksag_serie_a_napoli-juventus_2-1_roma-lazio_1-1/;Futball;Kapushiba után botlott a rangadón a Juventus;https://index.hu/sport/futball/2020/01/27/olasz_bajnoksag_serie_a_napoli-juventus_2-1_roma-lazio_1-1/;Mon, 27 Jan 2020 08:27:00 +0100;A Napoli az első bajnokiját nyerte az évben. A római derbin is potyogtak a potyagólok.
180;index;https://index.hu/belfold/2020/01/27/ingatlan_ingatlankozvetito_csalas_csalo_kaposvar/;Belföld;Sokmilliós csalásért ítéltek el egy ingatlanközvetítőt;https://index.hu/belfold/2020/01/27/ingatlan_ingatlankozvetito_csalas_csalo_kaposvar/;Mon, 27 Jan 2020 08:17:00 +0100;A vételi biztosítékként neki utalt pénzt saját célra használta fel.
181;index;https://index.hu/mindekozben/poszt/2020/01/27/ezt_a_hirdetest_mintha_nem_gondoltak_volna_at_a_kello_alapossaggal/;Tech;Ezt a hirdetést mintha nem gondolták volna át a kellő alapossággal;https://index.hu/mindekozben/poszt/2020/01/27/ezt_a_hirdetest_mintha_nem_gondoltak_volna_at_a_kello_alapossaggal/;Mon, 27 Jan 2020 08:06:03 +0100;
182;index;https://index.hu/belfold/2020/01/27/allamtitkar_jutalom_juttatas_miniszter/;Belföld;Milliós év végi juttatásokat kaptak az államtitkárok;https://index.hu/belfold/2020/01/27/allamtitkar_jutalom_juttatas_miniszter/;Mon, 27 Jan 2020 07:47:00 +0100;Motivációs elismerések és Szép-kártyák formájában.
183;index;https://index.hu/kulfold/2020/01/27/torokorszag_foldrenges_halott_serult_novekedes/;Külföld;Már harminchat áldozata van a törökországi földrengésnek;https://index.hu/kulfold/2020/01/27/torokorszag_foldrenges_halott_serult_novekedes/;Mon, 27 Jan 2020 06:45:00 +0100;Legalább 1600 ember megsérült.
184;index;https://index.hu/belfold/2020/01/27/idojaras_elorejelzes_onos_eso_riasztas/;Belföld;Ónos eső és köd miatt adtak ki figyelmeztetést hétfőre;https://index.hu/belfold/2020/01/27/idojaras_elorejelzes_onos_eso_riasztas/;Mon, 27 Jan 2020 06:29:00 +0100;Napközben három fok is lehet.
185;index;https://index.hu/kultur/zene/2020/01/27/grammy_gala_2020/;Stenk;18 éves tinilány tarolt az idei Grammyn;https://index.hu/kultur/zene/2020/01/27/grammy_gala_2020/;Mon, 27 Jan 2020 05:51:00 +0100;Billie Eilish majdnem minden kategóriában nyert. Sokan megemlékeztek Kobe Bryantről is.
186;index;https://index.hu/kulfold/2020/01/27/kina_koronavirus_halottak_szama_novekedes/;meghalt;Fél nap alatt újabb harminc halottja lett a kínai koronavírusnak;https://index.hu/kulfold/2020/01/27/kina_koronavirus_halottak_szama_novekedes/;Mon, 27 Jan 2020 05:42:00 +0100;Nyolcvanra ugrott fel az áldozatok száma, közel 500-an válságos állapotban vannak.
187;index;https://index.hu/mindekozben/poszt/2020/01/27/van_hogy_jol_jon_ha_a_kutya_szetragja_az_utlevelet/;Mindeközben;Van, hogy jól jön, ha a kutya szétrágja az útlevelet;https://index.hu/mindekozben/poszt/2020/01/27/van_hogy_jol_jon_ha_a_kutya_szetragja_az_utlevelet/;Mon, 27 Jan 2020 05:14:44 +0100;
188;index;https://index.hu/video/2020/01/27/clickbait_norbi_szandi_schmuck_kattintasvadasz/;Videó;Mi a közös Norbiban, a nyugdíjasokban és a savanyú káposztában?;https://index.hu/video/2020/01/27/clickbait_norbi_szandi_schmuck_kattintasvadasz/;Mon, 27 Jan 2020 05:00:00 +0100;Újabb hét, újabb kattintásvadász hírek és clickbait címek, amiket összeszedünk. Röviden.
189;index;https://index.hu/tudomany/til/2020/01/27/sigmund-freud-kapitalizmus-egyesult-allamok-populizmus/;Ma is tanultam valamit;Freud unokaöccse a nagybátyja ötleteivel adta el a kapitalizmust Amerikának;https://index.hu/tudomany/til/2020/01/27/sigmund-freud-kapitalizmus-egyesult-allamok-populizmus/;Mon, 27 Jan 2020 04:58:00 +0100;A világ első PR-osának köszönhetjük a felesleges dolgok megvételét és a populizmust is.
190;index;https://index.hu/gazdasag/2020/01/27/hogyan_csinaljunk_klimatudatos_kozlekedest_penz_nelkul/;Gazdaság;Hogyan csináljunk klímatudatos közlekedést pénz nélkül?;https://index.hu/gazdasag/2020/01/27/hogyan_csinaljunk_klimatudatos_kozlekedest_penz_nelkul/;Mon, 27 Jan 2020 04:58:00 +0100;A klímavészhelyzet akkor lesz érthető a polgárok számára, ha megtelik tartalommal és távlati célokkal.
195;index;https://index.hu/sport/kosarlabda/2020/01/27/kobe_bryant_palyafutasanak_legfontosabb_pillanatai/;Kosárlabda;Senki nem reagált úgy a kritikára, ahogy Kobe Bryant;https://index.hu/sport/kosarlabda/2020/01/27/kobe_bryant_palyafutasanak_legfontosabb_pillanatai/;Mon, 27 Jan 2020 19:22:00 +0100;A megtörhetetlen újonc, a 81 pontos mérkőzés, a közönségnek beintő playoffmeccs, a szakadt Achillesz-ínszalaggal dobott büntetők és a 60 pontos búcsú. Kobe Bryant 20 éves pályafutásának legfontosabb pillanatai.
196;index;https://index.hu/kulfold/2020/01/27/andras_herceg_jeffrey_epstein_nyomozas_fbi/;Külföld;András herceg nem működik együtt az FBI-jal;https://index.hu/kulfold/2020/01/27/andras_herceg_jeffrey_epstein_nyomozas_fbi/;Mon, 27 Jan 2020 19:22:00 +0100;Az Epstein-ügyben akarták kérdezni a brit királyi család tagját.
197;index;https://index.hu/kulfold/2020/01/27/lakohajo_baleset_tuz_alabama_tobben_meghaltak/;Külföld;Többen meghaltak, amikor lakóhajók gyulladtak ki Alabamában;https://index.hu/kulfold/2020/01/27/lakohajo_baleset_tuz_alabama_tobben_meghaltak/;Mon, 27 Jan 2020 19:04:00 +0100;Legalább 35 hajó kapott lángra a Tennessee folyón Alabamában.
503;index;https://index.hu/belfold/2020/01/27/lackner_csaba_gajda_peter_mszp_lmp_fidesz_kispest_korrupcio_vizsgalobizottsag/;Belföld;Létrejött a Lackner Csabát vizsgáló bizottság, de nem az eredeti javaslat szerint;https://index.hu/belfold/2020/01/27/lackner_csaba_gajda_peter_mszp_lmp_fidesz_kispest_korrupcio_vizsgalobizottsag/;Mon, 27 Jan 2020 20:46:00 +0100;Hat helyett csupán három hónapig működik majd, az ülései pedig nem lesznek nyilvánosak.
504;index;https://index.hu/kulfold/2020/01/27/magna_carta_el_akarta_lopni_nem_erdeti/;Külföld;Azért akarta ellopni egy férfi a Magna Cartát, mert nem volt róla meggyőződve, hogy valódi;https://index.hu/kulfold/2020/01/27/magna_carta_el_akarta_lopni_nem_erdeti/;Mon, 27 Jan 2020 20:36:00 +0100;A rablás azért nem sikerült, mert a Salisbury katedrálisban dolgozó kőművesek elkapták.
505;index;https://index.hu/gazdasag/2020/01/27/szerzodest_bont_norbival_az_egyik_update_franchise_uzlet/;Gazdaság;Szerződést bont Norbival az egyik Update franchise-üzlet;https://index.hu/gazdasag/2020/01/27/szerzodest_bont_norbival_az_egyik_update_franchise_uzlet/;Mon, 27 Jan 2020 20:31:00 +0100;Nem értenek egyet a fitneszguru világszemléletével és stílusával.
506;index;https://index.hu/mindekozben/poszt/2020/01/27/vidra/;Mindeközben;Nagyon érett már, hogy a vidra legyen az év emlőse;https://index.hu/mindekozben/poszt/2020/01/27/vidra/;Mon, 27 Jan 2020 20:21:12 +0100;
507;index;https://index.hu/belfold/2020/01/27/idojaras_onos_eso_ho_kod_szel_figyelmeztetes_omsz/;Belföld;Ónos eső, hó, szél, köd!;https://index.hu/belfold/2020/01/27/idojaras_onos_eso_ho_kod_szel_figyelmeztetes_omsz/;Mon, 27 Jan 2020 20:18:00 +0100;Az ónos eső veszélye miatt a fővárosra, valamint Pest, Komárom-Esztergom és Nógrád megyére adtak ki elsőfokú figyelmeztetést.
563;index;https://index.hu/mindekozben/poszt/2020/01/27/snoop_dogg_a_honap_dolgozoja_csak_akkor_ha_muhusrol_van_szo/;Mindeközben;Snoop Dogg a hónap dolgozója?! Csak akkor, ha műhúsról van szó;https://index.hu/mindekozben/poszt/2020/01/27/snoop_dogg_a_honap_dolgozoja_csak_akkor_ha_muhusrol_van_szo/;Mon, 27 Jan 2020 22:29:19 +0100;
564;index;https://index.hu/belfold/2020/01/27/botlatokovet_avattak_szerb_antal_halalanak_75._evfordulojan/;Belföld;Botlatókövet avattak Szerb Antal háza előtt, az író halálának 75. évfordulóján;https://index.hu/belfold/2020/01/27/botlatokovet_avattak_szerb_antal_halalanak_75._evfordulojan/;Mon, 27 Jan 2020 22:18:00 +0100;1945. január 27-én halt meg munkaszolgálaton a magyar irodalom egyik legjelentősebb alakja.
565;index;https://index.hu/kultur/media/2020/01/27/a_mahir_cityposter_jogszerutlenul_mondta_fel_a_hvg_szerzodeset/;Média;A Mahir Cityposter jogszerűtlenül mondta fel a HVG szerződését;https://index.hu/kultur/media/2020/01/27/a_mahir_cityposter_jogszerutlenul_mondta_fel_a_hvg_szerzodeset/;Mon, 27 Jan 2020 21:56:00 +0100;Első fokon a hetilap nyert, csak ki kellett volna plakátolni a Rogánnét ábrázoló borítót.
566;index;https://index.hu/sport/futball/2020/01/27/lucas_tousart_hertha_olympique_lyon_igazolas_rekordaron/;Futball;Rekordösszegért igazolt középpályást a Hertha;https://index.hu/sport/futball/2020/01/27/lucas_tousart_hertha_olympique_lyon_igazolas_rekordaron/;Mon, 27 Jan 2020 21:44:00 +0100;A 22 éves Lucas Tousart az Olympique Lyontól igazolja a német klub.
567;index;https://index.hu/mindekozben/poszt/2020/01/27/matolcsy_gyorgy_hosszan_elmelkedett_a_magyar_neplelekrol_a_rubik-kockarol_es_a_duh_tigriseirol/;Gazdaság;Matolcsy György hosszan elmélkedett a magyar néplélekről, a Rubik-kockáról és a düh tigriseiről;https://index.hu/mindekozben/poszt/2020/01/27/matolcsy_gyorgy_hosszan_elmelkedett_a_magyar_neplelekrol_a_rubik-kockarol_es_a_duh_tigriseirol/;Mon, 27 Jan 2020 21:28:28 +0100;
